Clicks,Impressions,TotalImpressions,Method,RecommendationSizePercent,RecommendationSize,Timestamp,Alpha,TrainPart,MSE,CumulativeMSE
225.0,127885.0,6520000.0,Random,0.02,58336,1529557840.0,0.0001,0.02,0.3358125052417697,0.3097173119213888
225.0,128058.0,6530000.0,Random,0.02,58336,1529557916.0,0.0001,0.02,0.33450590813510195,0.3097552730181948
225.0,128264.0,6540000.0,Random,0.02,58336,1529557988.0,0.0001,0.02,0.33641063784168973,0.309796030456764
225.0,128475.0,6550000.0,Random,0.02,58336,1529558062.0,0.0001,0.02,0.3347507422928863,0.30983412925346004
225.0,128652.0,6560000.0,Random,0.02,58336,1529558136.0,0.0001,0.02,0.3362771865494353,0.3098744387920207
226.0,128853.0,6570000.0,Random,0.02,58336,1529558210.0,0.0001,0.02,0.3383969304878825,0.30991785202138866
226.0,129050.0,6580000.0,Random,0.02,58336,1529558283.0,0.0001,0.02,0.33866566945252546,0.30996154171353313
226.0,129231.0,6590000.0,Random,0.02,58336,1529558357.0,0.0001,0.02,0.3305661683894426,0.30999280821835357
226.0,129423.0,6600000.0,Random,0.02,58336,1529558431.0,0.0001,0.02,0.3393118393426979,0.31003723099278546
226.0,129627.0,6610000.0,Random,0.02,58336,1529558504.0,0.0001,0.02,0.3337755591961945,0.31007314374347017
226.0,129827.0,6620000.0,Random,0.02,58336,1529558578.0,0.0001,0.02,0.3332625030848408,0.31010817298719034
226.0,130016.0,6630000.0,Random,0.02,58336,1529558650.0,0.0001,0.02,0.32552507632312033,0.3101314262350576
227.0,130236.0,6640000.0,Random,0.02,58336,1529558723.0,0.0001,0.02,0.33253845162675005,0.31016517175522684
227.0,130461.0,6650000.0,Random,0.02,58336,1529558795.0,0.0001,0.02,0.32822708202090006,0.31019233252254375
227.0,130654.0,6660000.0,Random,0.02,58336,1529558868.0,0.0001,0.02,0.3294983746592862,0.31022132057379925
228.0,130872.0,6670000.0,Random,0.02,58336,1529558942.0,0.0001,0.02,0.33342165006979946,0.31025610367649337
228.0,131076.0,6680000.0,Random,0.02,58336,1529559018.0,0.0001,0.02,0.33417521650231036,0.3102919107316231
228.0,131280.0,6690000.0,Random,0.02,58336,1529559093.0,0.0001,0.02,0.3361445908211906,0.31033055449857266
229.0,131464.0,6700000.0,Random,0.02,58336,1529559167.0,0.0001,0.02,0.3403536756448174,0.3103753651271492
229.0,131680.0,6710000.0,Random,0.02,58336,1529559242.0,0.0001,0.02,0.335299211523853,0.31041250945858884
229.0,131869.0,6720000.0,Random,0.02,58336,1529559315.0,0.0001,0.02,0.3311947419264655,0.31044343539975827
229.0,132075.0,6730000.0,Random,0.02,58336,1529559392.0,0.0001,0.02,0.3376520355759993,0.3104838642261707
229.0,132267.0,6740000.0,Random,0.02,58336,1529559466.0,0.0001,0.02,0.33117185284633355,0.31051455857130505
229.0,132517.0,6750000.0,Random,0.02,58336,1529559539.0,0.0001,0.02,0.333867763281475,0.3105491559116153
229.0,132761.0,6760000.0,Random,0.02,58336,1529559613.0,0.0001,0.02,0.33745184650705223,0.31058895279119175
230.0,132989.0,6770000.0,Random,0.02,58336,1529559687.0,0.0001,0.02,0.33127375605382864,0.3106195064149171
230.0,133210.0,6780000.0,Random,0.02,58336,1529559760.0,0.0001,0.02,0.33317945164877205,0.31065278067042335
230.0,133411.0,6790000.0,Random,0.02,58336,1529559832.0,0.0001,0.02,0.33215147065187484,0.3106844429531587
230.0,133624.0,6800000.0,Random,0.02,58336,1529559903.0,0.0001,0.02,0.332020717305012,0.31071581982719826
230.0,133816.0,6810000.0,Random,0.02,58336,1529559976.0,0.0001,0.02,0.3335746813455335,0.3107493864373524
231.0,134020.0,6820000.0,Random,0.02,58336,1529560049.0,0.0001,0.02,0.34113944393187884,0.31079394663895715
231.0,134175.0,6830000.0,Random,0.02,58336,1529560122.0,0.0001,0.02,0.3313311808919005,0.3108240157959876
231.0,134370.0,6840000.0,Random,0.02,58336,1529560194.0,0.0001,0.02,0.33184541392745925,0.3108547488341888
231.0,134524.0,6850000.0,Random,0.02,58336,1529560267.0,0.0001,0.02,0.33047811395786025,0.310883396082544
231.0,134687.0,6860000.0,Random,0.02,58336,1529560340.0,0.0001,0.02,0.33635623846759266,0.31092052850584245
232.0,134872.0,6870000.0,Random,0.02,58336,1529560413.0,0.0001,0.02,0.3394239577249268,0.310962018213584
232.0,135050.0,6880000.0,Random,0.02,58336,1529560484.0,0.0001,0.02,0.33547957963757047,0.3109976542040215
233.0,135265.0,6890000.0,Random,0.02,58336,1529560555.0,0.0001,0.02,0.3293532999018159,0.31102429519923197
233.0,135479.0,6900000.0,Random,0.02,58336,1529560627.0,0.0001,0.02,0.331224722447153,0.3110535711807475
233.0,135669.0,6910000.0,Random,0.02,58336,1529560700.0,0.0001,0.02,0.3305278956919425,0.31108175399480453
233.0,135894.0,6920000.0,Random,0.02,58336,1529560773.0,0.0001,0.02,0.3360320181160476,0.31111780928977517
233.0,136105.0,6930000.0,Random,0.02,58336,1529560848.0,0.0001,0.02,0.337981201660561,0.3111565732037311
233.0,136299.0,6940000.0,Random,0.02,58336,1529560921.0,0.0001,0.02,0.3308534203419719,0.31118495482784947
233.0,136474.0,6950000.0,Random,0.02,58336,1529560994.0,0.0001,0.02,0.3272820774923428,0.3112081161554215
233.0,136693.0,6960000.0,Random,0.02,58336,1529561068.0,0.0001,0.02,0.32989974579336157,0.31123497194513317
