Type,Timestamp,TotalImpressions,866128,856805,847460,858140,865041,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,CropPercent,NormalizeTargetValue,TrainPart,RecommendationPart,SimulationType
Local,7863533,1534428001000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,7863533,1534428001000,279163,1467384,-840428,651508,332280,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,8560378,1534449599000,196349,1317060,-1226550,630886,275317,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,8811097,1534471200000,10223,308405,0,173611,63579,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,8811097,1534471200000,141123,1186445,-1226550,594202,247124,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,8888126,1534477322000,0,260939,0,161222,56628,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,8888126,1534477322000,130900,1138979,-1226550,581813,240173,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,9230996,1534486895000,0,39939,0,95980,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,9230996,1534486895000,130900,917979,-1226550,516571,183545,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,9311857,1534488343000,0,0,0,55058,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,9311857,1534488343000,130900,878040,-1226550,475649,183545,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,9366915,1534489317000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,9366915,1534489317000,130900,878040,-1226550,420591,183545,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,9572684,1534492800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,9572684,1534492800000,111333,853734,-1377474,417261,175904,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,10549106,1534514400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,10549106,1534514400000,-5905,690034,-1999301,388348,131161,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11220337,1534536000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11220337,1534536000000,-95650,524892,-2347755,350349,101271,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11331020,1534539599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11331020,1534539599000,-115342,489427,-2393341,346079,95601,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11538116,1534561200000,0,67194,0,151276,39987,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11538116,1534561200000,-115342,311908,-2393341,324316,87788,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11629187,1534567904000,0,0,0,131601,35785,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11629187,1534567904000,-115342,244714,-2393341,304641,83586,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11788431,1534573850000,0,0,0,0,8142,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11788431,1534573850000,-115342,244714,-2393341,173040,55943,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11796573,1534574067000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11796573,1534574067000,-115342,244714,-2393341,173040,47801,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,12131153,1534582800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,12131153,1534582800000,-250669,151067,-2482081,169644,34332,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,12921745,1534604400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,12921745,1534604400000,-405814,-163060,-2742456,153977,-10945,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13594727,1534626000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13594727,1534626000000,-510311,-457258,-2940565,131368,-64513,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13646663,1534629599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13646663,1534629599000,-515841,-480035,-2958436,129787,-68690,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13776450,1534645800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13776450,1534645800000,-515841,-480035,-2958436,0,-68690,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13812775,1534651200000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13812775,1534651200000,-527973,-484988,-2969143,-1245,-75977,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,14433317,1534672800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,14433317,1534672800000,-674490,-561341,-3160145,-20596,-263295,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,15170226,1534694400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,15170226,1534694400000,-761249,-785267,-3419119,-104331,-346809,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,15782548,1534712399000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,15782548,1534712399000,-834047,-908664,-3715671,-153893,-416822,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,356003,1534208400000,261177,637798,198376,251262,217623,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,356003,1534208400000,1567064,3826792,1190259,1507575,1305738,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,900698,1534229648000,112444,556522,0,190349,162226,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,900698,1534229648000,1418331,3745516,991883,1446662,1250341,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,919597,1534230000000,107906,548528,0,187958,158364,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,919597,1534230000000,1413793,3737522,991770,1444271,1246479,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,1314483,1534237598000,0,415663,0,132093,62412,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,1314483,1534237598000,1305887,3604657,989472,1388406,1150527,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,1508678,1534240563000,0,319133,0,99192,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,1508678,1534240563000,1305036,3508127,987971,1355505,1088115,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,1926761,1534246934000,0,0,0,24075,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,1926761,1534246934000,1299317,3188994,978154,1280388,1079818,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,1963121,1534247643000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,1963121,1534247643000,1297263,3185372,974013,1256313,1077350,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,2159970,1534251600000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,2159970,1534251600000,1260990,3128574,907424,1248237,1048238,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,2912107,1534273200000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,2912107,1534273200000,1072948,2910594,697959,1219668,940158,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,3176462,1534283997000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,3176462,1534283997000,1004690,2822543,621493,1209868,918378,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,3361164,1534305600000,123452,518433,102516,235292,150998,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,3361164,1534305600000,927204,2776468,599711,1203187,885701,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,3661221,1534314651000,0,413108,68290,230182,119054,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,3661221,1534314651000,803752,2671143,565485,1198077,853757,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,4034136,1534322608000,0,185883,0,222301,50025,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,4034136,1534322608000,803262,2443918,497195,1190196,784728,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,4250043,1534326871000,0,26864,0,215985,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,4250043,1534326871000,803023,2284899,496887,1183880,734703,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,4267029,1534327200000,0,10992,0,215133,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,4267029,1534327200000,802985,2269027,496781,1183028,734586,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,4278866,1534327417000,0,0,0,214526,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,4278866,1534327417000,802948,2258035,496688,1182421,734478,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,5049210,1534341306000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,5049210,1534341306000,664435,2017772,395703,967895,658421,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,5314011,1534348800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,5314011,1534348800000,612451,1907677,325802,962207,631289,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,5726250,1534363199000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,5726250,1534363199000,522482,1735217,214006,952423,603059,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,5979990,1534384801000,83150,319031,11999,230451,108424,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,5979990,1534384801000,475012,1620444,172504,944769,560719,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,6073441,1534391146000,61697,265585,0,228623,103699,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,6073441,1534391146000,453559,1566998,160505,942941,555994,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,6415978,1534400455000,24746,0,0,217779,74704,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,6415978,1534400455000,416608,1301413,160343,932097,526999,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,6496778,1534401918000,0,0,0,197928,40963,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,6496778,1534401918000,391862,1299326,159968,912246,493258,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,6562777,1534403118000,0,0,0,175533,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,6562777,1534403118000,391276,1297461,159778,889851,452295,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,6734652,1534406401000,0,0,0,40722,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,6734652,1534406401000,387650,1278371,150253,755040,447473,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,6778711,1534407264000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,6778711,1534407264000,387338,1276819,149155,714318,447098,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,7863533,1534428001000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,7863533,1534428001000,268684,684581,-68246,657319,347569,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,8560378,1534449599000,178550,295587,-240403,643551,315777,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,8695258,1534454869000,37064,0,0,205544,100333,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,8695258,1534454869000,156098,197058,-240403,634578,310851,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,8802173,1534469729000,0,0,0,166186,70773,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,8802173,1534469729000,119034,196293,-240571,595220,281291,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,8811097,1534471200000,0,0,0,161183,67430,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,8811097,1534471200000,118722,196042,-240585,590217,277948,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,9019344,1534482223000,0,0,0,26694,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,9019344,1534482223000,115006,193634,-240789,455728,210518,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,9047615,1534482985000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,9047615,1534482985000,114844,192575,-241034,429034,210407,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,9572684,1534492800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,9572684,1534492800000,72181,-189631,-311689,418884,191013,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,10549106,1534514400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,10549106,1534514400000,-6559,-876320,-472347,399154,160409,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11220337,1534536000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11220337,1534536000000,-72375,-1328733,-601925,388909,147231,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11331020,1534539599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11331020,1534539599000,-86882,-1400876,-622704,387371,145515,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11500031,1534556147000,0,0,0,99585,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11500031,1534556147000,-88673,-1401159,-622784,293271,72758,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11538116,1534561200000,0,0,0,65364,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11538116,1534561200000,-91114,-1401959,-623236,259050,72588,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11609873,1534567063000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11609873,1534567063000,-95318,-1403318,-623780,193686,72302,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,12131153,1534582800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,12131153,1534582800000,-227901,-1640510,-739609,186584,43729,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,12921745,1534604400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,12921745,1534604400000,-363832,-1919670,-1061927,173810,3321,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13594727,1534626000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13594727,1534626000000,-462195,-2172853,-1346013,163257,-23475,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13646663,1534629599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13646663,1534629599000,-467080,-2193838,-1370169,162579,-24707,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13812775,1534651200000,0,0,0,10808,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13812775,1534651200000,-474498,-2198550,-1371603,10808,-25483,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13824795,1534652412000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13824795,1534652412000,-475299,-2198875,-1371661,0,-25511,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,14433317,1534672800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,14433317,1534672800000,-550576,-2601560,-1479353,-9258,-39120,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,15170226,1534694400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,15170226,1534694400000,-611121,-3152459,-1577212,-24082,-51901,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,15782548,1534712399000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,15782548,1534712399000,-664374,-3601196,-1662351,-38759,-62417,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,356003,1534208400000,348236,850398,264502,335016,290164,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,356003,1534208400000,2089419,5102389,1587012,2010100,1740984,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,919597,1534230000000,185146,730557,65660,290610,252750,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,919597,1534230000000,1926329,4982548,1388170,1965694,1703570,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,1471095,1534239961000,118623,608214,53175,193213,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,1471095,1534239961000,1859806,4860205,1375685,1868297,1450820,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,1601699,1534241881000,100971,572412,0,169238,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,1601699,1534241881000,1842154,4824403,1322510,1844322,1450820,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,1973930,1534247850000,0,415627,0,54763,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,1973930,1534247850000,1741183,4667618,1322510,1729847,1450820,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,2159970,1534251600000,0,273817,0,10534,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
