Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,FullCTR,BatchMSE,BatchMMSE,FullMSE,FullMMSE,Method,Hours,Alpha,EqClicks,TrainPart,RecommendationPart,SimulationType,SimulationIndex,ChiDF,ChiAlpha
10060,9043987,9400000,1534489820000,0.00121,0.00111,0.997,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
10162,9143987,9500000,1534491491000,0.00102,0.00111,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
10276,9243986,9600000,1534493350000,0.00114,0.00111,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
10371,9343986,9700000,1534495700000,0.00095,0.00111,0.996,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
10479,9443986,9800000,1534498003000,0.00108,0.00111,0.996,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
10606,9543986,9900000,1534500310000,0.00127,0.00111,0.997,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
10711,9643986,10000000,1534502355000,0.00105,0.00111,0.996,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
10829,9743986,10100000,1534504275000,0.00118,0.00111,0.997,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
10944,9843986,10200000,1534506344000,0.00115,0.00111,0.996,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
11059,9943986,10300000,1534508344000,0.00115,0.00111,0.996,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
11165,10043986,10400000,1534510463000,0.00106,0.00111,0.996,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
11274,10143986,10500000,1534513052000,0.00109,0.00111,0.996,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
11376,10243985,10600000,1534515766000,0.00102,0.00111,0.997,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
11482,10343985,10700000,1534518517000,0.00106,0.00111,0.997,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
11589,10443985,10800000,1534521581000,0.00107,0.00111,0.997,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
11702,10543985,10900000,1534525171000,0.00113,0.00111,0.996,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
11819,10643985,11000000,1534528692000,0.00117,0.00111,0.997,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
11939,10743985,11100000,1534532209000,0.0012,0.00111,0.996,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
12066,10843985,11200000,1534535352000,0.00127,0.00111,0.996,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
12164,10943984,11300000,1534538536000,0.00098,0.00111,0.996,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
12266,11043984,11400000,1534543569000,0.00102,0.00111,0.996,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
12386,11143984,11500000,1534556144000,0.0012,0.00111,0.996,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
12470,11243983,11600000,1534566623000,0.00084,0.00111,0.996,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
12566,11343983,11700000,1534570864000,0.00096,0.00111,0.996,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
12670,11443983,11800000,1534574160000,0.00104,0.00111,0.997,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
12771,11543983,11900000,1534576963000,0.00101,0.00111,0.997,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
12859,11643983,12000000,1534579522000,0.00088,0.0011,0.997,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
12949,11743983,12100000,1534582059000,0.0009,0.0011,0.997,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
13029,11843982,12200000,1534584444000,0.0008,0.0011,0.997,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
13109,11943982,12300000,1534586907000,0.0008,0.0011,0.997,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
13169,12043982,12400000,1534589382000,0.0006,0.00109,0.997,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
13253,12143982,12500000,1534591833000,0.00084,0.00109,0.997,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
13336,12243982,12600000,1534594219000,0.00083,0.00109,0.997,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
13423,12343982,12700000,1534597243000,0.00087,0.00109,0.997,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
13494,12443982,12800000,1534600571000,0.00071,0.00108,0.997,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
13551,12543982,12900000,1534603681000,0.00057,0.00108,0.997,2.99e+02,0.995,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
13610,12643981,13000000,1534606647000,0.00059,0.00108,0.998,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
13674,12743981,13100000,1534610005000,0.00064,0.00107,0.997,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
13736,12843981,13200000,1534613215000,0.00062,0.00107,0.998,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
13803,12943981,13300000,1534616341000,0.00067,0.00107,0.998,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
13877,13043981,13400000,1534619443000,0.00074,0.00106,0.998,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
13945,13143981,13500000,1534622516000,0.00068,0.00106,0.998,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
14021,13243980,13600000,1534626216000,0.00076,0.00106,0.997,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
14156,13343980,13700000,1534632293000,0.00135,0.00106,0.996,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
14278,13443980,13800000,1534649517000,0.00122,0.00106,0.996,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
14381,13543979,13900000,1534656304000,0.00103,0.00106,0.996,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
14496,13643979,14000000,1534660228000,0.00115,0.00106,0.996,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
14586,13743979,14100000,1534663200000,0.0009,0.00106,0.996,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
14686,13843979,14200000,1534665903000,0.001,0.00106,0.996,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
14804,13943979,14300000,1534668786000,0.00118,0.00106,0.996,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
14926,14043979,14400000,1534671766000,0.00122,0.00106,0.996,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
15027,14143978,14500000,1534674837000,0.00101,0.00106,0.996,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
15150,14243978,14600000,1534677697000,0.00123,0.00106,0.996,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
15277,14343978,14700000,1534680247000,0.00127,0.00107,0.996,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
15396,14443978,14800000,1534682924000,0.00119,0.00107,0.997,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
15523,14543978,14900000,1534685816000,0.00127,0.00107,0.996,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
15643,14643978,15000000,1534688843000,0.0012,0.00107,0.997,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
15744,14743978,15100000,1534692274000,0.00101,0.00107,0.997,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
15878,14843977,15200000,1534695398000,0.00134,0.00107,0.996,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
16010,14943977,15300000,1534698625000,0.00132,0.00107,0.997,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
16130,15043977,15400000,1534701627000,0.0012,0.00107,0.996,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
16255,15143977,15500000,1534704482000,0.00125,0.00107,0.997,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
16382,15243977,15600000,1534707063000,0.00127,0.00107,0.996,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
16500,15343977,15700000,1534709673000,0.00118,0.00108,0.997,2.99e+02,0.995,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
47,43997,400000,1534215666000,0.00107,0.00107,0.981,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
140,143997,500000,1534221203000,0.00093,0.000972,0.984,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
241,243997,600000,1534223933000,0.00101,0.000988,0.983,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
343,343997,700000,1534225990000,0.00102,0.000997,0.984,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
456,443997,800000,1534227870000,0.00113,0.00103,0.984,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
550,543997,900000,1534229635000,0.00094,0.00101,0.984,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
657,643996,1000000,1534231460000,0.00107,0.00102,0.991,2.97e+02,0.985,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
776,743996,1100000,1534233317000,0.00119,0.00104,0.991,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
895,843996,1200000,1534235388000,0.00119,0.00106,0.991,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
1025,943996,1300000,1534237355000,0.0013,0.00109,0.99,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
1154,1043996,1400000,1534238888000,0.00129,0.00111,0.992,2.98e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
1275,1143996,1500000,1534240422000,0.00121,0.00111,0.992,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
1385,1243996,1600000,1534241857000,0.0011,0.00111,0.992,2.98e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
1483,1343996,1700000,1534243199000,0.00098,0.0011,0.991,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
1591,1443996,1800000,1534244712000,0.00108,0.0011,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
1711,1543996,1900000,1534246424000,0.0012,0.00111,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
1828,1643996,2000000,1534248381000,0.00117,0.00111,0.992,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
1948,1743996,2100000,1534250381000,0.0012,0.00112,0.99,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
2047,1843995,2200000,1534252487000,0.00099,0.00111,0.992,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
2153,1943995,2300000,1534254861000,0.00106,0.00111,0.994,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
2259,2043995,2400000,1534257558000,0.00106,0.00111,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
2351,2143995,2500000,1534260327000,0.00092,0.0011,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
2457,2243995,2600000,1534263432000,0.00106,0.00109,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
2572,2343995,2700000,1534266431000,0.00115,0.0011,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
2684,2443995,2800000,1534269300000,0.00112,0.0011,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
2782,2543995,2900000,1534272798000,0.00098,0.00109,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
2881,2643994,3000000,1534275826000,0.00099,0.00109,0.995,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
2996,2743994,3100000,1534279185000,0.00115,0.00109,0.995,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
3107,2843994,3200000,1534284970000,0.00111,0.00109,0.995,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
3215,2943994,3300000,1534301374000,0.00108,0.00109,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
3329,3043993,3400000,1534307392000,0.00114,0.00109,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
3446,3143993,3500000,1534310553000,0.00117,0.0011,0.995,2.99e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
3550,3243993,3600000,1534313223000,0.00104,0.00109,0.995,2.99e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
3669,3343993,3700000,1534315472000,0.00119,0.0011,0.995,2.99e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
3782,3443993,3800000,1534317461000,0.00113,0.0011,0.995,2.99e+02,0.992,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
3908,3543993,3900000,1534319605000,0.00126,0.0011,0.995,2.99e+02,0.992,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
4019,3643993,4000000,1534321811000,0.00111,0.0011,0.995,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
4112,3743993,4100000,1534324066000,0.00093,0.0011,0.995,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
4215,3843993,4200000,1534325982000,0.00103,0.0011,0.995,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
4338,3943992,4300000,1534327753000,0.00123,0.0011,0.995,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
4434,4043992,4400000,1534329253000,0.00096,0.0011,0.995,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
4545,4143992,4500000,1534330607000,0.00111,0.0011,0.995,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
4676,4243992,4600000,1534332371000,0.00131,0.0011,0.995,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
4786,4343992,4700000,1534334282000,0.0011,0.0011,0.995,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
4933,4443992,4800000,1534336223000,0.00147,0.00111,0.996,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
5055,4543992,4900000,1534338220000,0.00122,0.00111,0.996,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
5163,4643992,5000000,1534340324000,0.00108,0.00111,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
5268,4743992,5100000,1534342505000,0.00105,0.00111,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
5383,4843992,5200000,1534345017000,0.00115,0.00111,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
5476,4943992,5300000,1534348283000,0.00093,0.00111,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
5590,5043991,5400000,1534352099000,0.00114,0.00111,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
5714,5143991,5500000,1534355823000,0.00124,0.00111,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
5844,5243991,5600000,1534359354000,0.0013,0.00111,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
5953,5343991,5700000,1534362421000,0.00109,0.00111,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
6048,5443991,5800000,1534365625000,0.00095,0.00111,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
6164,5543991,5900000,1534370861000,0.00116,0.00111,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
6276,5643990,6000000,1534387000000,0.00112,0.00111,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
6389,5743990,6100000,1534391894000,0.00113,0.00111,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
6521,5843990,6200000,1534395699000,0.00132,0.00112,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
6630,5943990,6300000,1534397928000,0.00109,0.00112,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
6751,6043990,6400000,1534400142000,0.00121,0.00112,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
6877,6143990,6500000,1534401980000,0.00126,0.00112,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
7010,6243990,6600000,1534403754000,0.00133,0.00112,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
7125,6343990,6700000,1534405748000,0.00115,0.00112,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
7225,6443989,6800000,1534407692000,0.001,0.00112,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
7356,6543989,6900000,1534409775000,0.00131,0.00112,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
7503,6643989,7000000,1534411756000,0.00147,0.00113,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
7621,6743989,7100000,1534413572000,0.00118,0.00113,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
7738,6843989,7200000,1534415178000,0.00117,0.00113,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
7858,6943989,7300000,1534416750000,0.0012,0.00113,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
7967,7043989,7400000,1534418460000,0.00109,0.00113,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
8065,7143989,7500000,1534420152000,0.00098,0.00113,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
8163,7243989,7600000,1534421958000,0.00098,0.00113,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
8278,7343989,7700000,1534424198000,0.00115,0.00113,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
8402,7443989,7800000,1534426507000,0.00124,0.00113,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
8520,7543988,7900000,1534428901000,0.00118,0.00113,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
8652,7643988,8000000,1534431501000,0.00132,0.00113,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
