Clicks,Impressions,TotalImpressions,Method,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks,LearningRate,HiddenLayers
3217,1011487,4540000,NN,1532097400000,0.0022,0.00318,0.144,1.29e+04,0.00238,inf,0.233,0.0,0.767,1.0,0.233,22.4,-21.4,12,0.2,0.2,0.0,0.5,0.001,10
3225,1014100,4550000,NN,1532099674000,0.00229,0.00318,0.144,1.29e+04,0.00239,inf,0.233,0.0,0.767,1.0,0.233,22.4,-21.4,12,0.2,0.2,0.0,0.5,0.001,10
3239,1016717,4560000,NN,1532102020000,0.00258,0.00319,0.143,1.28e+04,0.00239,inf,0.234,0.0,0.766,1.0,0.234,22.4,-21.4,12,0.2,0.2,0.0,0.5,0.001,10
3246,1018957,4570000,NN,1532104096000,0.00262,0.00319,0.143,1.28e+04,0.00239,inf,0.233,0.0,0.767,1.0,0.233,22.4,-21.4,12,0.2,0.2,0.0,0.5,0.001,10
3255,1020971,4580000,NN,1532105953000,0.00273,0.00319,0.143,1.28e+04,0.00239,inf,0.234,0.0,0.766,1.0,0.234,22.4,-21.4,12,0.2,0.2,0.0,0.5,0.001,10
3259,1022610,4590000,NN,1532107616000,0.00272,0.00319,0.143,1.28e+04,0.00239,inf,0.234,0.0,0.766,1.0,0.234,22.4,-21.4,12,0.2,0.2,0.0,0.5,0.001,10
3267,1024390,4600000,NN,1532109213000,0.00281,0.00319,0.143,1.28e+04,0.00239,inf,0.234,0.0,0.766,1.0,0.234,22.4,-21.4,12,0.2,0.2,0.0,0.5,0.001,10
3289,1026777,4610000,NN,1532111420000,0.00321,0.0032,0.143,1.28e+04,0.00239,inf,0.234,0.0,0.766,1.0,0.234,22.3,-21.3,12,0.2,0.2,0.0,0.5,0.001,10
3300,1029044,4620000,NN,1532113553000,0.0033,0.00321,0.143,1.28e+04,0.00239,inf,0.234,0.0,0.766,1.0,0.234,22.3,-21.3,12,0.2,0.2,0.0,0.5,0.001,10
3309,1031190,4630000,NN,1532115509000,0.00335,0.00321,0.143,1.28e+04,0.00239,inf,0.234,0.0,0.766,1.0,0.234,22.3,-21.3,12,0.2,0.2,0.0,0.5,0.001,10
3322,1033386,4640000,NN,1532117502000,0.00347,0.00321,0.143,1.28e+04,0.0024,inf,0.234,0.0,0.766,1.0,0.234,22.2,-21.2,12,0.2,0.2,0.0,0.5,0.001,10
3332,1035423,4650000,NN,1532119661000,0.00354,0.00322,0.143,1.28e+04,0.0024,inf,0.234,0.0,0.766,1.0,0.234,22.2,-21.2,12,0.2,0.2,0.0,0.5,0.001,10
3343,1037354,4660000,NN,1532122029000,0.00362,0.00322,0.143,1.28e+04,0.00241,inf,0.234,0.0,0.766,1.0,0.234,22.2,-21.2,12,0.2,0.2,0.0,0.5,0.001,10
3357,1039403,4670000,NN,1532127989000,0.00464,0.00323,0.143,1.28e+04,0.00241,inf,0.234,0.0,0.766,1.0,0.234,22.1,-21.1,12,0.2,0.2,0.0,0.5,0.001,10
3371,1041523,4680000,NN,1532137864000,0.00579,0.00324,0.143,1.28e+04,0.00241,inf,0.234,0.0,0.766,1.0,0.234,22.1,-21.1,12,0.2,0.2,0.0,0.5,0.001,10
3375,1043744,4690000,NN,1532149184000,0.00427,0.00323,0.143,1.28e+04,0.00242,inf,0.234,0.0,0.766,1.0,0.234,22.1,-21.1,12,0.2,0.2,0.0,0.5,0.001,10
3382,1046025,4700000,NN,1532152206000,0.00394,0.00323,0.143,1.28e+04,0.00241,inf,0.234,0.0,0.766,1.0,0.234,22.1,-21.1,12,0.2,0.2,0.0,0.5,0.001,10
3390,1048136,4710000,NN,1532154223000,0.00391,0.00323,0.142,1.27e+04,0.00241,inf,0.234,0.0,0.766,1.0,0.234,22.1,-21.1,12,0.2,0.2,0.0,0.5,0.001,10
3398,1050051,4720000,NN,1532156107000,0.00395,0.00324,0.142,1.27e+04,0.00241,inf,0.234,0.0,0.766,1.0,0.234,22.1,-21.1,12,0.2,0.2,0.0,0.5,0.001,10
3407,1052179,4730000,NN,1532157912000,0.00399,0.00324,0.142,1.27e+04,0.00241,inf,0.234,0.0,0.766,1.0,0.234,22.1,-21.1,12,0.2,0.2,0.0,0.5,0.001,10
3414,1054483,4740000,NN,1532159521000,0.00386,0.00324,0.142,1.27e+04,0.00241,inf,0.234,0.0,0.766,1.0,0.234,22.1,-21.1,12,0.2,0.2,0.0,0.5,0.001,10
3422,1056929,4750000,NN,1532161120000,0.00378,0.00324,0.142,1.27e+04,0.00241,inf,0.234,0.0,0.766,1.0,0.234,22.0,-21.0,12,0.2,0.2,0.0,0.5,0.001,10
3429,1059327,4760000,NN,1532162717000,0.00369,0.00324,0.142,1.27e+04,0.00241,inf,0.234,0.0,0.766,1.0,0.234,22.0,-21.0,12,0.2,0.2,0.0,0.5,0.001,10
3434,1061912,4770000,NN,1532164496000,0.0035,0.00323,0.142,1.27e+04,0.00241,inf,0.234,0.0,0.766,1.0,0.234,22.0,-21.0,12,0.2,0.2,0.0,0.5,0.001,10
3443,1064384,4780000,NN,1532166167000,0.00351,0.00323,0.142,1.27e+04,0.00241,inf,0.234,0.0,0.766,1.0,0.234,22.0,-21.0,12,0.2,0.2,0.0,0.5,0.001,10
3454,1066693,4790000,NN,1532167784000,0.00491,0.00324,0.142,1.27e+04,0.00241,inf,0.234,0.0,0.766,1.0,0.234,22.0,-21.0,12,0.2,0.2,0.0,0.5,0.001,10
3463,1068886,4800000,NN,1532169398000,0.00432,0.00324,0.142,1.27e+04,0.00241,inf,0.234,0.0,0.766,1.0,0.234,22.0,-21.0,12,0.2,0.2,0.0,0.5,0.001,10
3468,1071064,4810000,NN,1532171085000,0.00347,0.00324,0.142,1.27e+04,0.00241,inf,0.234,0.0,0.766,1.0,0.234,22.0,-21.0,12,0.2,0.2,0.0,0.5,0.001,10
3476,1073330,4820000,NN,1532172762000,0.00349,0.00324,0.142,1.27e+04,0.00242,inf,0.234,0.0,0.766,1.0,0.234,22.0,-21.0,12,0.2,0.2,0.0,0.5,0.001,10
3484,1075554,4830000,NN,1532174380000,0.00351,0.00324,0.142,1.27e+04,0.00242,inf,0.234,0.0,0.766,1.0,0.234,21.9,-20.9,12,0.2,0.2,0.0,0.5,0.001,10
3492,1077772,4840000,NN,1532176116000,0.00353,0.00324,0.141,1.27e+04,0.00242,inf,0.233,0.0,0.767,1.0,0.233,21.9,-20.9,12,0.2,0.2,0.0,0.5,0.001,10
3502,1079935,4850000,NN,1532177882000,0.0037,0.00324,0.141,1.27e+04,0.00242,inf,0.233,0.0,0.767,1.0,0.233,21.9,-20.9,12,0.2,0.2,0.0,0.5,0.001,10
3512,1082195,4860000,NN,1532179669000,0.0038,0.00325,0.141,1.27e+04,0.00243,inf,0.233,0.0,0.767,1.0,0.233,21.8,-20.8,12,0.2,0.2,0.0,0.5,0.001,10
3518,1084265,4870000,NN,1532181297000,0.0037,0.00324,0.141,1.26e+04,0.00243,inf,0.233,0.0,0.767,1.0,0.233,21.8,-20.8,12,0.2,0.2,0.0,0.5,0.001,10
3530,1086598,4880000,NN,1532183436000,0.00386,0.00325,0.141,1.26e+04,0.00245,inf,0.232,0.0,0.768,1.0,0.232,21.7,-20.7,12,0.2,0.2,0.0,0.5,0.001,10
3541,1088690,4890000,NN,1532185023000,0.00399,0.00325,0.141,1.26e+04,0.00246,inf,0.231,0.0,0.769,1.0,0.231,21.6,-20.6,12,0.2,0.2,0.0,0.5,0.001,10
3552,1090772,4900000,NN,1532186690000,0.0041,0.00326,0.141,1.26e+04,0.00247,inf,0.23,0.0,0.77,1.0,0.23,21.5,-20.5,12,0.2,0.2,0.0,0.5,0.001,10
3562,1092811,4910000,NN,1532188477000,0.00416,0.00326,0.141,1.26e+04,0.00249,inf,0.229,0.0,0.771,1.0,0.229,21.4,-20.4,12,0.2,0.2,0.0,0.5,0.001,10
3571,1094904,4920000,NN,1532190266000,0.00417,0.00326,0.141,1.26e+04,0.0025,inf,0.229,0.0,0.771,1.0,0.229,21.4,-20.4,12,0.2,0.2,0.0,0.5,0.001,10
3580,1097188,4930000,NN,1532192001000,0.00415,0.00326,0.141,1.26e+04,0.0025,inf,0.229,0.0,0.771,1.0,0.229,21.4,-20.4,12,0.2,0.2,0.0,0.5,0.001,10
3594,1099446,4940000,NN,1532193909000,0.00429,0.00327,0.141,1.26e+04,0.00251,inf,0.229,0.0,0.771,1.0,0.229,21.3,-20.3,12,0.2,0.2,0.0,0.5,0.001,10
3602,1101649,4950000,NN,1532195803000,0.00425,0.00327,0.141,1.26e+04,0.00251,inf,0.228,0.0,0.772,1.0,0.228,21.3,-20.3,12,0.2,0.2,0.0,0.5,0.001,10
3613,1103727,4960000,NN,1532197799000,0.00431,0.00327,0.141,1.26e+04,0.00252,inf,0.228,0.0,0.772,1.0,0.228,21.2,-20.2,12,0.2,0.2,0.0,0.5,0.001,10
3633,1105892,4970000,NN,1532199746000,0.00457,0.00329,0.141,1.26e+04,0.00252,inf,0.228,0.0,0.772,1.0,0.228,21.2,-20.2,12,0.2,0.2,0.0,0.5,0.001,10
3641,1107630,4980000,NN,1532201344000,0.00457,0.00329,0.141,1.26e+04,0.00253,inf,0.228,0.0,0.772,1.0,0.228,21.1,-20.1,12,0.2,0.2,0.0,0.5,0.001,10
3654,1109417,4990000,NN,1532203046000,0.00469,0.00329,0.14,1.26e+04,0.00253,inf,0.228,0.0,0.772,1.0,0.228,21.1,-20.1,12,0.2,0.2,0.0,0.5,0.001,10
3664,1111426,5000000,NN,1532205149000,0.0047,0.0033,0.14,1.26e+04,0.00254,inf,0.228,0.0,0.772,1.0,0.228,21.1,-20.1,12,0.2,0.2,0.0,0.5,0.001,10
3671,1113346,5010000,NN,1532207514000,0.00466,0.0033,0.14,1.26e+04,0.00254,inf,0.228,0.0,0.772,1.0,0.228,21.0,-20.0,12,0.2,0.2,0.0,0.5,0.001,10
3684,1115134,5020000,NN,1532210972000,0.0,0.0033,0.14,1.25e+04,0.00255,inf,0.228,0.0,0.772,1.0,0.228,21.0,-20.0,12,0.2,0.2,0.0,0.5,0.001,10
3689,1116944,5030000,NN,1532218131000,0.00259,0.0033,0.14,1.25e+04,0.00255,inf,0.227,0.0,0.773,1.0,0.227,21.0,-20.0,12,0.2,0.2,0.0,0.5,0.001,10
3695,1118989,5040000,NN,1532234837000,0.00277,0.0033,0.14,1.25e+04,0.00255,inf,0.227,0.0,0.773,1.0,0.227,21.0,-20.0,12,0.2,0.2,0.0,0.5,0.001,10
3705,1121085,5050000,NN,1532238533000,0.00346,0.0033,0.14,1.25e+04,0.00255,inf,0.227,0.0,0.773,1.0,0.227,21.0,-20.0,12,0.2,0.2,0.0,0.5,0.001,10
3708,1123112,5060000,NN,1532241101000,0.00296,0.0033,0.14,1.25e+04,0.00255,inf,0.227,0.0,0.773,1.0,0.227,21.0,-20.0,12,0.2,0.2,0.0,0.5,0.001,10
3717,1125137,5070000,NN,1532243219000,0.00326,0.0033,0.14,1.25e+04,0.00256,inf,0.227,0.0,0.773,1.0,0.227,20.9,-19.9,12,0.2,0.2,0.0,0.5,0.001,10
3725,1127235,5080000,NN,1532244837000,0.00335,0.0033,0.14,1.25e+04,0.00256,inf,0.227,0.0,0.773,1.0,0.227,20.9,-19.9,12,0.2,0.2,0.0,0.5,0.001,10
3730,1129419,5090000,NN,1532246443000,0.00319,0.0033,0.14,1.25e+04,0.00256,inf,0.226,0.0,0.774,1.0,0.226,20.9,-19.9,12,0.2,0.2,0.0,0.5,0.001,10
3746,1131706,5100000,NN,1532248016000,0.00371,0.00331,0.14,1.25e+04,0.00256,inf,0.226,0.0,0.774,1.0,0.226,20.9,-19.9,12,0.2,0.2,0.0,0.5,0.001,10
3756,1134072,5110000,NN,1532249475000,0.00378,0.00331,0.14,1.25e+04,0.00256,inf,0.226,0.0,0.774,1.0,0.226,20.8,-19.8,12,0.2,0.2,0.0,0.5,0.001,10
3765,1136557,5120000,NN,1532251081000,0.00376,0.00331,0.14,1.25e+04,0.00257,inf,0.226,0.0,0.774,1.0,0.226,20.8,-19.8,12,0.2,0.2,0.0,0.5,0.001,10
3774,1139025,5130000,NN,1532252672000,0.00375,0.00331,0.139,1.25e+04,0.00257,inf,0.226,0.0,0.774,1.0,0.226,20.8,-19.8,12,0.2,0.2,0.0,0.5,0.001,10
3783,1141569,5140000,NN,1532254261000,0.00194,0.00331,0.139,1.25e+04,0.00257,inf,0.226,0.0,0.774,1.0,0.226,20.8,-19.8,12,0.2,0.2,0.0,0.5,0.001,10
3794,1143906,5150000,NN,1532255865000,0.00386,0.00332,0.139,1.25e+04,0.00258,inf,0.226,0.0,0.774,1.0,0.226,20.7,-19.7,12,0.2,0.2,0.0,0.5,0.001,10
3804,1146328,5160000,NN,1532257621000,0.00397,0.00332,0.139,1.25e+04,0.00257,inf,0.226,0.0,0.774,1.0,0.226,20.7,-19.7,12,0.2,0.2,0.0,0.5,0.001,10
3815,1148806,5170000,NN,1532259271000,0.00411,0.00332,0.139,1.24e+04,0.00257,inf,0.226,0.0,0.774,1.0,0.226,20.7,-19.7,12,0.2,0.2,0.0,0.5,0.001,10
3823,1151400,5180000,NN,1532261006000,0.00387,0.00332,0.139,1.24e+04,0.00258,inf,0.226,0.0,0.774,1.0,0.226,20.7,-19.7,12,0.2,0.2,0.0,0.5,0.001,10
3827,1153846,5190000,NN,1532262853000,0.00346,0.00332,0.139,1.24e+04,0.00258,inf,0.226,0.0,0.774,1.0,0.226,20.7,-19.7,12,0.2,0.2,0.0,0.5,0.001,10
3830,1156468,5200000,NN,1532264596000,0.00308,0.00331,0.139,1.24e+04,0.00258,inf,0.226,0.0,0.774,1.0,0.226,20.7,-19.7,12,0.2,0.2,0.0,0.5,0.001,10
3840,1159127,5210000,NN,1532266289000,0.00317,0.00331,0.139,1.24e+04,0.00258,inf,0.226,0.0,0.774,1.0,0.226,20.7,-19.7,12,0.2,0.2,0.0,0.5,0.001,10
3852,1161678,5220000,NN,1532267924000,0.00336,0.00332,0.139,1.24e+04,0.00259,inf,0.226,0.0,0.774,1.0,0.226,20.6,-19.6,12,0.2,0.2,0.0,0.5,0.001,10
3861,1164257,5230000,NN,1532269592000,0.00337,0.00332,0.139,1.24e+04,0.00259,inf,0.225,0.0,0.775,1.0,0.225,20.6,-19.6,12,0.2,0.2,0.0,0.5,0.001,10
3870,1166754,5240000,NN,1532271106000,0.00339,0.00332,0.139,1.24e+04,0.00259,inf,0.225,0.0,0.775,1.0,0.225,20.6,-19.6,12,0.2,0.2,0.0,0.5,0.001,10
3878,1168917,5250000,NN,1532272792000,0.00342,0.00332,0.139,1.24e+04,0.0026,inf,0.225,0.0,0.775,1.0,0.225,20.6,-19.6,12,0.2,0.2,0.0,0.5,0.001,10
3887,1170925,5260000,NN,1532274596000,0.00349,0.00332,0.139,1.24e+04,0.0026,inf,0.225,0.0,0.775,1.0,0.225,20.5,-19.5,12,0.2,0.2,0.0,0.5,0.001,10
3898,1172918,5270000,NN,1532276166000,0.00361,0.00332,0.139,1.24e+04,0.0026,inf,0.225,0.0,0.775,1.0,0.225,20.5,-19.5,12,0.2,0.2,0.0,0.5,0.001,10
3901,1174880,5280000,NN,1532277685000,0.00349,0.00332,0.138,1.24e+04,0.0026,inf,0.225,0.0,0.775,1.0,0.225,20.5,-19.5,12,0.2,0.2,0.0,0.5,0.001,10
3910,1176817,5290000,NN,1532279287000,0.00356,0.00332,0.138,1.24e+04,0.00261,inf,0.224,0.0,0.776,1.0,0.224,20.5,-19.5,12,0.2,0.2,0.0,0.5,0.001,10
3919,1178853,5300000,NN,1532280695000,0.0036,0.00332,0.138,1.24e+04,0.00261,inf,0.224,0.0,0.776,1.0,0.224,20.5,-19.5,12,0.2,0.2,0.0,0.5,0.001,10
3927,1181140,5310000,NN,1532282174000,0.0036,0.00332,0.138,1.24e+04,0.00261,inf,0.224,0.0,0.776,1.0,0.224,20.4,-19.4,12,0.2,0.2,0.0,0.5,0.001,10
3931,1183142,5320000,NN,1532283622000,0.00352,0.00332,0.138,1.24e+04,0.00261,inf,0.224,0.0,0.776,1.0,0.224,20.4,-19.4,12,0.2,0.2,0.0,0.5,0.001,10
3936,1185104,5330000,NN,1532285006000,0.00348,0.00332,0.138,1.23e+04,0.00262,inf,0.223,0.0,0.777,1.0,0.223,20.4,-19.4,12,0.2,0.2,0.0,0.5,0.001,10
3945,1187161,5340000,NN,1532286351000,0.00352,0.00332,0.138,1.23e+04,0.00262,inf,0.223,0.0,0.777,1.0,0.223,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.001,10
3954,1189329,5350000,NN,1532287645000,0.00355,0.00332,0.138,1.23e+04,0.00263,inf,0.223,0.0,0.777,1.0,0.223,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.001,10
3963,1191379,5360000,NN,1532288945000,0.00358,0.00333,0.138,1.23e+04,0.00264,inf,0.222,0.0,0.778,1.0,0.222,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.001,10
3973,1193316,5370000,NN,1532290098000,0.00364,0.00333,0.138,1.23e+04,0.00265,inf,0.222,0.0,0.778,1.0,0.222,20.2,-19.2,12,0.2,0.2,0.0,0.5,0.001,10
3986,1195335,5380000,NN,1532291385000,0.00374,0.00333,0.138,1.23e+04,0.00266,inf,0.221,0.0,0.779,1.0,0.221,20.1,-19.1,12,0.2,0.2,0.0,0.5,0.001,10
4000,1197216,5390000,NN,1532292855000,0.00386,0.00334,0.138,1.23e+04,0.00266,inf,0.221,0.0,0.779,1.0,0.221,20.1,-19.1,12,0.2,0.2,0.0,0.5,0.001,10
4013,1199249,5400000,NN,1532294550000,0.00395,0.00335,0.138,1.23e+04,0.00268,inf,0.221,0.0,0.779,1.0,0.221,20.0,-19.0,12,0.2,0.2,0.0,0.5,0.001,10
4,486,110000,NN,1531044493000,0.00823,0.00823,0.0986,8.73e+03,0.00307,inf,0.308,0.0,0.692,1.0,0.308,12.9,-11.9,12,0.2,0.2,0.0,0.5,0.0001,10
16,2220,120000,NN,1531046231000,0.00721,0.00721,0.0988,8.75e+03,0.00309,inf,0.286,0.0,0.714,1.0,0.286,13.2,-12.2,12,0.2,0.2,0.0,0.5,0.0001,10
25,3868,130000,NN,1531048017000,0.00646,0.00646,0.0986,8.74e+03,0.00279,inf,0.281,0.0,0.719,1.0,0.281,14.4,-13.4,12,0.2,0.2,0.0,0.5,0.0001,10
33,5495,140000,NN,1531049805000,0.00601,0.00601,0.0984,8.72e+03,0.00304,inf,0.248,0.0,0.752,1.0,0.248,13.9,-12.9,12,0.2,0.2,0.0,0.5,0.0001,10
44,7149,150000,NN,1531051599000,0.00615,0.00615,0.0983,8.71e+03,0.00307,inf,0.25,0.0,0.75,1.0,0.25,13.8,-12.8,12,0.2,0.2,0.0,0.5,0.0001,10
49,8647,160000,NN,1531053310000,0.00567,0.00567,0.098,8.69e+03,0.0031,inf,0.23,0.0,0.77,1.0,0.23,14.0,-13.0,12,0.2,0.2,0.0,0.5,0.0001,10
54,10025,170000,NN,1531054948000,0.00539,0.00539,0.0977,8.66e+03,0.00308,inf,0.218,0.0,0.782,1.0,0.218,14.2,-13.2,12,0.2,0.2,0.0,0.5,0.0001,10
61,11557,180000,NN,1531056675000,0.00528,0.00528,0.0978,8.67e+03,0.00306,inf,0.215,0.0,0.785,1.0,0.215,14.3,-13.3,12,0.2,0.2,0.0,0.5,0.0001,10
68,13053,190000,NN,1531058328000,0.00521,0.00521,0.0978,8.67e+03,0.00301,inf,0.214,0.0,0.786,1.0,0.214,14.5,-13.5,12,0.2,0.2,0.0,0.5,0.0001,10
78,14406,200000,NN,1531059941000,0.00541,0.00541,0.0975,8.65e+03,0.00302,inf,0.217,0.0,0.783,1.0,0.217,14.4,-13.4,12,0.2,0.2,0.0,0.5,0.0001,10
88,15957,210000,NN,1531061809000,0.00551,0.00551,0.0975,8.64e+03,0.00296,inf,0.224,0.0,0.776,1.0,0.224,14.6,-13.6,12,0.2,0.2,0.0,0.5,0.0001,10
102,17539,220000,NN,1531063581000,0.00582,0.00582,0.0976,8.65e+03,0.00298,inf,0.232,0.0,0.768,1.0,0.232,14.4,-13.4,12,0.2,0.2,0.0,0.5,0.0001,10
109,19086,230000,NN,1531065314000,0.00571,0.00571,0.0977,8.66e+03,0.00301,inf,0.228,0.0,0.772,1.0,0.228,14.3,-13.3,12,0.2,0.2,0.0,0.5,0.0001,10
116,20645,240000,NN,1531067084000,0.00562,0.00562,0.0977,8.66e+03,0.00304,inf,0.223,0.0,0.777,1.0,0.223,14.3,-13.3,12,0.2,0.2,0.0,0.5,0.0001,10
127,22179,250000,NN,1531068933000,0.00573,0.00573,0.0977,8.66e+03,0.00319,inf,0.218,0.0,0.782,1.0,0.218,13.8,-12.8,12,0.2,0.2,0.0,0.5,0.0001,10
136,23805,260000,NN,1531070560000,0.00571,0.00571,0.0978,8.66e+03,0.00327,inf,0.214,0.0,0.786,1.0,0.214,13.6,-12.6,12,0.2,0.2,0.0,0.5,0.0001,10
145,25315,270000,NN,1531071931000,0.00573,0.00573,0.0977,8.65e+03,0.00331,inf,0.212,0.0,0.788,1.0,0.212,13.4,-12.4,12,0.2,0.2,0.0,0.5,0.0001,10
158,26852,280000,NN,1531073370000,0.00588,0.00588,0.0977,8.64e+03,0.00338,inf,0.213,0.0,0.787,1.0,0.213,13.2,-12.2,12,0.2,0.2,0.0,0.5,0.0001,10
165,28386,290000,NN,1531074828000,0.00581,0.00581,0.0977,8.65e+03,0.00337,inf,0.211,0.0,0.789,1.0,0.211,13.3,-12.3,12,0.2,0.2,0.0,0.5,0.0001,10
181,29905,300000,NN,1531076102000,0.00605,0.00605,0.0977,8.65e+03,0.00337,inf,0.218,0.0,0.782,1.0,0.218,13.1,-12.1,12,0.2,0.2,0.0,0.5,0.0001,10
195,31385,310000,NN,1531077460000,0.00621,0.00621,0.0977,8.64e+03,0.00336,inf,0.223,0.0,0.777,1.0,0.223,13.1,-12.1,12,0.2,0.2,0.0,0.5,0.0001,10
209,33030,320000,NN,1531078853000,0.00633,0.00633,0.0978,8.65e+03,0.00339,inf,0.224,0.0,0.776,1.0,0.224,13.0,-12.0,12,0.2,0.2,0.0,0.5,0.0001,10
219,34506,330000,NN,1531080285000,0.00635,0.00635,0.0977,8.65e+03,0.0034,inf,0.224,0.0,0.776,1.0,0.224,13.0,-12.0,12,0.2,0.2,0.0,0.5,0.0001,10
225,35938,340000,NN,1531081775000,0.00626,0.00626,0.0976,8.63e+03,0.00341,inf,0.221,0.0,0.779,1.0,0.221,13.0,-12.0,12,0.2,0.2,0.0,0.5,0.0001,10
233,37403,350000,NN,1531083470000,0.00623,0.00623,0.0975,8.62e+03,0.0034,inf,0.22,0.0,0.78,1.0,0.22,13.0,-12.0,12,0.2,0.2,0.0,0.5,0.0001,10
245,39019,360000,NN,1531085548000,0.00628,0.00628,0.0975,8.62e+03,0.00349,inf,0.217,0.0,0.783,1.0,0.217,12.8,-11.8,12,0.2,0.2,0.0,0.5,0.0001,10
255,40399,370000,NN,1531091700000,0.00471,0.00631,0.0975,8.62e+03,0.00354,inf,0.215,0.0,0.785,1.0,0.215,12.6,-11.6,12,0.2,0.2,0.0,0.5,0.0001,10
260,41951,380000,NN,1531109678000,0.00365,0.0062,0.0975,8.62e+03,0.00352,inf,0.213,0.0,0.787,1.0,0.213,12.7,-11.7,12,0.2,0.2,0.0,0.5,0.0001,10
264,43158,390000,NN,1531114011000,0.00353,0.00612,0.0973,8.61e+03,0.00346,inf,0.212,0.0,0.788,1.0,0.212,12.9,-11.9,12,0.2,0.2,0.0,0.5,0.0001,10
269,44346,400000,NN,1531116623000,0.00371,0.00607,0.0971,8.59e+03,0.00342,inf,0.212,0.0,0.788,1.0,0.212,13.0,-12.0,12,0.2,0.2,0.0,0.5,0.0001,10
276,45382,410000,NN,1531118649000,0.00427,0.00608,0.0969,8.57e+03,0.00336,inf,0.213,0.0,0.787,1.0,0.213,13.2,-12.2,12,0.2,0.2,0.0,0.5,0.0001,10
280,46435,420000,NN,1531120418000,0.0042,0.00603,0.0966,8.55e+03,0.00333,inf,0.212,0.0,0.788,1.0,0.212,13.3,-12.3,12,0.2,0.2,0.0,0.5,0.0001,10
282,47405,430000,NN,1531122132000,0.00393,0.00595,0.0964,8.53e+03,0.00329,inf,0.21,0.0,0.79,1.0,0.21,13.4,-12.4,12,0.2,0.2,0.0,0.5,0.0001,10
289,48441,440000,NN,1531123856000,0.00426,0.00597,0.0962,8.51e+03,0.00323,inf,0.212,0.0,0.788,1.0,0.212,13.6,-12.6,12,0.2,0.2,0.0,0.5,0.0001,10
291,49082,450000,NN,1531125068000,0.00418,0.00593,0.0956,8.46e+03,0.00317,inf,0.211,0.0,0.789,1.0,0.211,13.8,-12.8,12,0.2,0.2,0.0,0.5,0.0001,10
292,49806,460000,NN,1531126436000,0.00398,0.00586,0.0952,8.43e+03,0.00312,inf,0.21,0.0,0.79,1.0,0.21,14.0,-13.0,12,0.2,0.2,0.0,0.5,0.0001,10
295,50888,470000,NN,1531128328000,0.00386,0.0058,0.095,8.42e+03,0.00306,inf,0.21,0.0,0.79,1.0,0.21,14.2,-13.2,12,0.2,0.2,0.0,0.5,0.0001,10
299,51405,480000,NN,1531129175000,0.00404,0.00582,0.0944,8.37e+03,0.003,inf,0.211,0.0,0.789,1.0,0.211,14.4,-13.4,12,0.2,0.2,0.0,0.5,0.0001,10
302,51968,490000,NN,1531130018000,0.0041,0.00581,0.0938,8.31e+03,0.00294,inf,0.211,0.0,0.789,1.0,0.211,14.5,-13.5,12,0.2,0.2,0.0,0.5,0.0001,10
304,52455,500000,NN,1531130800000,0.0,0.0058,0.0932,8.26e+03,0.00289,inf,0.211,0.0,0.789,1.0,0.211,14.7,-13.7,12,0.2,0.2,0.0,0.5,0.0001,10
307,53127,510000,NN,1531131712000,0.00317,0.00578,0.0928,8.22e+03,0.00285,inf,0.211,0.0,0.789,1.0,0.211,14.8,-13.8,12,0.2,0.2,0.0,0.5,0.0001,10
311,54253,520000,NN,1531133341000,0.00338,0.00573,0.0927,8.22e+03,0.00286,inf,0.209,0.0,0.791,1.0,0.209,14.8,-13.8,12,0.2,0.2,0.0,0.5,0.0001,10
314,55244,530000,NN,1531134827000,0.00326,0.00568,0.0926,8.2e+03,0.00284,inf,0.207,0.0,0.793,1.0,0.207,14.9,-13.9,12,0.2,0.2,0.0,0.5,0.0001,10
320,56132,540000,NN,1531136175000,0.00405,0.0057,0.0923,8.18e+03,0.00282,inf,0.208,0.0,0.792,1.0,0.208,15.0,-14.0,12,0.2,0.2,0.0,0.5,0.0001,10
323,57042,550000,NN,1531137754000,0.00391,0.00566,0.0921,8.17e+03,0.00279,inf,0.207,0.0,0.793,1.0,0.207,15.1,-14.1,12,0.2,0.2,0.0,0.5,0.0001,10
331,58116,560000,NN,1531139459000,0.00455,0.0057,0.092,8.16e+03,0.00277,inf,0.209,0.0,0.791,1.0,0.209,15.1,-14.1,12,0.2,0.2,0.0,0.5,0.0001,10
336,59153,570000,NN,1531141094000,0.00459,0.00568,0.0919,8.15e+03,0.00272,inf,0.21,0.0,0.79,1.0,0.21,15.3,-14.3,12,0.2,0.2,0.0,0.5,0.0001,10
344,60184,580000,NN,1531142751000,0.005,0.00572,0.0918,8.14e+03,0.0027,inf,0.212,0.0,0.788,1.0,0.212,15.4,-14.4,12,0.2,0.2,0.0,0.5,0.0001,10
351,61184,590000,NN,1531144525000,0.00522,0.00574,0.0917,8.13e+03,0.0027,inf,0.212,0.0,0.788,1.0,0.212,15.4,-14.4,12,0.2,0.2,0.0,0.5,0.0001,10
