Clicks,Impressions,TotalImpressions,Method,RecommendationSizePercent,RecommendationSize,Timestamp
41.0,27782.0,2090000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529498282.0
42.0,27925.0,2100000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529498384.0
42.0,28039.0,2110000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529498486.0
42.0,28144.0,2120000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529498586.0
42.0,28259.0,2130000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529498688.0
42.0,28344.0,2140000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529498786.0
42.0,28472.0,2150000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529498886.0
42.0,28564.0,2160000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529498982.0
42.0,28651.0,2170000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529499077.0
42.0,28757.0,2180000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529499170.0
42.0,28875.0,2190000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529499265.0
42.0,28991.0,2200000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529499357.0
42.0,29137.0,2210000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529499453.0
42.0,29269.0,2220000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529499550.0
42.0,29373.0,2230000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529499644.0
42.0,29496.0,2240000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529499740.0
42.0,29587.0,2250000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529499837.0
44.0,29675.0,2260000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529499935.0
44.0,29793.0,2270000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529500037.0
44.0,29932.0,2280000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529500139.0
44.0,30060.0,2290000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529500240.0
44.0,30190.0,2300000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529500341.0
44.0,30281.0,2310000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529500444.0
44.0,30385.0,2320000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529500548.0
44.0,30496.0,2330000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529500653.0
44.0,30603.0,2340000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529500754.0
44.0,30689.0,2350000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529500855.0
44.0,30796.0,2360000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529500958.0
44.0,30914.0,2370000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529501064.0
44.0,31035.0,2380000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529501171.0
44.0,31152.0,2390000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529501276.0
44.0,31237.0,2400000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529501383.0
45.0,31359.0,2410000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529501489.0
45.0,31504.0,2420000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529501593.0
45.0,31617.0,2430000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529501694.0
45.0,31739.0,2440000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529501795.0
45.0,31863.0,2450000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529501896.0
45.0,31964.0,2460000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529502003.0
45.0,32070.0,2470000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529502109.0
45.0,32196.0,2480000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529502218.0
45.0,32315.0,2490000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529502326.0
45.0,32435.0,2500000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529502432.0
45.0,32554.0,2510000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529502542.0
46.0,32671.0,2520000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529502648.0
46.0,32803.0,2530000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529502758.0
